Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;Date2
02-01-2004;0.04;0.05;0.05;0.04;0.05;0.04;0.04;0.06;2-1-2004
05-01-2004;0.04;0.04;0.06;0.05;0.05;0.04;0.04;0.04;5-1-2004
06-01-2004;0.03;0.04;0.05;0.06;0.07;0.06;0.05;0.05;6-1-2004
07-01-2004;0.02;0.03;0.05;0.05;0.06;0.06;0.06;0.04;7-1-2004
09-01-2004;0.03;0.04;0.05;0.06;0.07;0.06;0.05;0.05;9-1-2004
12-01-2004;0.03;0.04;0.04;0.05;0.06;0.06;0.06;0.05;12-1-2004
13-01-2004;0.03;0.04;0.05;0.05;0.06;0.07;0.07;0.05;13-1-2004
14-01-2004;0.04;0.05;0.05;0.05;0.06;0.07;0.05;0.06;14-1-2004
15-01-2004;0.17;0.15;0.09;0.06;0.06;0.07;0.06;0.04;15-1-2004
16-01-2004;0.05;0.09;0.07;0.06;0.06;0.07;0.07;0.06;16-1-2004
19-01-2004;0.06;0.07;0.06;0.05;0.05;0.05;0.04;0.04;19-1-2004
20-01-2004;0.05;0.07;0.06;0.05;0.06;0.06;0.04;0.04;20-1-2004
21-01-2004;0.05;0.06;0.06;0.05;0.06;0.05;0.04;0.04;21-1-2004
22-01-2004;0.05;0.05;0.05;0.05;0.06;0.06;0.04;0.04;22-1-2004
23-01-2004;10.01;0.04;0.05;0.05;0.05;0.05;0.06;0.04;23-1-2004
26-01-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.03;26-1-2004
27-01-2004;0.05;0.05;0.05;0.05;0.06;0.06;0.07;0.04;27-1-2004
28-01-2004;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.04;28-1-2004
29-01-2004;0.04;0.04;0.05;0.05;0.05;0.06;0.07;0.05;29-1-2004
30-01-2004;0.05;0.05;0.04;0.05;0.05;0.06;0.06;0.04;30-1-2004
02-02-2004;0.05;0.05;0.04;0.05;0.04;0.05;0.05;0.03;2-2-2004
03-02-2004;0.03;0.04;0.04;0.05;0.05;0.06;0.04;0.05;3-2-2004
04-02-2004;0.03;0.04;0.05;0.06;0.05;0.05;0.03;0.04;4-2-2004
05-02-2004;0.03;0.04;0.05;0.06;0.05;0.05;0.04;0.03;5-2-2004
06-02-2004;0.03;0.04;0.04;0.05;0.05;0.06;0.04;0.04;6-2-2004
09-02-2004;0.03;0.03;0.04;0.05;0.05;0.04;0.02;0.04;9-2-2004
10-02-2004;0.03;0.03;0.04;0.06;0.05;0.05;0.03;0.04;10-2-2004
11-02-2004;0.03;0.03;0.04;0.05;0.05;0.06;0.04;0.06;11-2-2004
12-02-2004;0.03;0.05;0.04;0.05;0.05;0.04;0.02;0.04;12-2-2004
13-02-2004;0.02;0.04;0.04;0.05;0.05;0.05;0.03;0.04;13-2-2004
16-02-2004;0.03;0.04;0.06;0.07;0.06;0.06;0.06;0.06;16-2-2004
17-02-2004;0.02;0.04;0.06;0.06;0.06;0.06;0.05;0.04;17-2-2004
18-02-2004;0.04;0.07;0.06;0.07;0.06;0.07;0.05;0.05;18-2-2004
19-02-2004;0.04;0.06;0.06;0.07;0.06;0.05;0.06;0.05;19-2-2004
20-02-2004;0.04;0.05;0.06;0.06;0.06;0.05;0.05;0.04;20-2-2004
23-02-2004;0.05;0.05;0.05;0.05;0.05;0.06;0.07;0.05;23-2-2004
24-02-2004;0.04;0.04;0.04;0.04;0.04;0.05;0.03;0.04;24-2-2004
25-02-2004;0.04;0.04;0.04;0.04;0.04;0.05;0.04;0.06;25-2-2004
26-02-2004;0.04;0.04;0.04;0.05;0.04;0.06;0.03;0.04;26-2-2004
27-02-2004;0.04;0.04;0.04;0.04;0.04;0.07;0.04;0.03;27-2-2004
01-03-2004;0.03;0.03;0.05;0.04;0.03;0.03;0.03;0.03;1-3-2004
02-03-2004;0.03;0.03;0.05;0.05;0.04;0.06;0.04;0.03;2-3-2004
03-03-2004;0.04;0.05;0.05;0.04;0.04;0.05;0.02;0.03;3-3-2004
04-03-2004;0.14;0.04;0.05;0.05;0.05;0.05;0.04;0.03;4-3-2004
05-03-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.04;5-3-2004
08-03-2004;0.03;0.04;0.05;0.04;0.04;0.04;0.06;0.1;8-3-2004
09-03-2004;0.03;0.03;0.05;0.04;0.04;0.03;0.05;0.09;9-3-2004
10-03-2004;0.03;0.03;0.05;0.04;0.04;0.02;0.03;0.04;10-3-2004
11-03-2004;0.03;0.03;0.05;0.03;0.03;0.03;0.05;0.04;11-3-2004
12-03-2004;0.03;0.04;0.05;0.04;0.04;0.03;0.04;0.05;12-3-2004
15-03-2004;0.03;0.04;0.05;0.05;0.04;0.05;0.04;0.06;15-3-2004
16-03-2004;0.04;0.06;0.05;0.04;0.04;0.05;0.04;0.05;16-3-2004
17-03-2004;0.04;0.07;0.05;0.04;0.05;0.05;0.05;0.04;17-3-2004
18-03-2004;0.04;0.06;0.05;0.05;0.04;0.06;0.06;0.03;18-3-2004
19-03-2004;0.04;0.06;0.06;0.06;0.06;0.08;0.06;0.05;19-3-2004
22-03-2004;0.03;0.06;0.04;0.05;0.06;0.06;0.05;0.04;22-3-2004
23-03-2004;0.06;0.05;0.04;0.04;0.05;0.05;0.03;0.03;23-3-2004
24-03-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.04;24-3-2004
25-03-2004;0.06;0.07;0.07;0.06;0.08;0.07;0.07;0.04;25-3-2004
26-03-2004;0.06;0.06;0.07;0.05;0.05;0.05;0.05;0.04;26-3-2004
29-03-2004;0.06;0.08;0.06;0.04;0.05;0.04;0.05;0.03;29-3-2004
30-03-2004;0.05;0.06;0.05;0.05;0.06;0.06;0.03;0.05;30-3-2004
31-03-2004;0.06;0.05;0.07;1.01;0.07;0.06;0.04;0.03;31-3-2004
01-04-2004;0.03;0.03;0.03;0.04;0.06;0.05;0.04;1.03;1-4-2004
02-04-2004;0.04;0.04;0.03;0.05;0.06;0.05;0.05;0.05;2-4-2004
05-04-2004;0.09;0.06;0.05;0.05;0.05;0.04;0.04;0.04;5-4-2004
06-04-2004;0.04;0.04;0.07;0.04;0.05;0.05;0.07;0.05;6-4-2004
07-04-2004;0.04;0.04;0.04;0.05;0.06;0.05;0.04;0.04;7-4-2004
08-04-2004;0.04;0.05;0.04;0.05;0.06;0.04;0.04;0.05;8-4-2004
13-04-2004;0.04;0.05;0.04;0.05;0.06;0.06;0.05;0.05;13-4-2004
14-04-2004;0.06;0.06;0.05;0.06;0.07;0.07;0.06;0.05;14-4-2004
15-04-2004;0.05;0.05;0.05;0.06;0.06;0.06;0.07;0.06;15-4-2004
16-04-2004;0.06;0.06;0.06;0.06;0.06;0.06;0.07;0.06;16-4-2004
19-04-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;19-4-2004
21-04-2004;0.03;0.04;0.05;0.05;0.04;0.03;0.03;0.03;21-4-2004
22-04-2004;0.05;0.04;0.05;0.05;0.05;0.04;0.04;0.04;22-4-2004
23-04-2004;0.05;0.04;0.05;0.05;0.04;0.04;0.04;0.04;23-4-2004
26-04-2004;0.06;0.06;0.05;0.05;0.04;0.02;0.03;0.04;26-4-2004
27-04-2004;0.05;0.05;0.05;0.04;0.04;0.03;0.03;0.03;27-4-2004
28-04-2004;0.04;0.05;0.05;0.04;0.04;0.04;0.04;0.05;28-4-2004
29-04-2004;0.05;0.05;0.05;0.04;0.05;0.04;0.03;0.05;29-4-2004
30-04-2004;0.04;0.04;0.05;0.05;0.05;0.05;0.04;0.04;30-4-2004
03-05-2004;2.03;2.04;2.04;2.04;2.03;2.03;2.03;2.03;3-5-2004
04-05-2004;2.03;2.04;2.04;2.04;2.03;2.02;2.03;2.04;4-5-2004
05-05-2004;0.03;0.04;0.04;0.05;0.05;0.05;1.03;0.05;5-5-2004
06-05-2004;0.04;0.05;0.05;0.05;0.05;0.05;0.04;0.05;6-5-2004
07-05-2004;0.05;0.06;0.05;0.05;0.04;0.05;0.05;0.04;7-5-2004
11-05-2004;0.05;0.05;0.05;0.07;0.05;0.04;0.05;0.04;11-5-2004
12-05-2004;0.05;0.05;0.05;0.06;0.06;0.03;0.04;0.05;12-5-2004
13-05-2004;0.05;0.05;0.04;0.05;0.05;0.05;0.04;0.04;13-5-2004
14-05-2004;0.05;0.05;0.05;0.06;0.05;0.05;0.04;0.05;14-5-2004
17-05-2004;0.05;0.05;0.05;0.05;0.05;0.06;0.05;0.04;17-5-2004
18-05-2004;0.05;0.05;0.06;0.06;0.06;0.05;0.05;0.05;18-5-2004
19-05-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.03;19-5-2004
20-05-2004;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.04;20-5-2004
21-05-2004;0.06;0.05;0.05;0.05;0.05;0.04;0.05;0.04;21-5-2004
24-05-2004;0.05;0.06;0.05;0.05;0.05;0.04;0.04;0.12;24-5-2004
25-05-2004;0.05;0.06;0.05;0.05;0.05;0.04;0.04;0.03;25-5-2004
26-05-2004;0.06;0.06;0.05;0.05;0.05;0.04;0.03;0.04;26-5-2004
27-05-2004;0.06;0.06;0.05;0.05;0.05;0.04;0.04;0.05;27-5-2004
28-05-2004;0.06;0.06;0.05;0.05;0.05;0.04;0.04;0.07;28-5-2004
31-05-2004;0.06;0.06;0.05;0.05;0.05;0.04;0.04;0.06;31-5-2004
01-06-2004;0.05;0.06;0.05;0.05;0.05;0.08;0.05;0.05;1-6-2004
02-06-2004;0.04;0.04;0.05;0.05;0.04;0.04;0.04;0.04;2-6-2004
03-06-2004;2.02;2.02;2.03;2.03;2.02;2.02;2.02;2.02;3-6-2004
04-06-2004;0.04;0.04;0.06;0.05;0.04;0.04;0.05;0.04;4-6-2004
07-06-2004;0.05;0.05;0.07;0.06;0.05;0.04;0.05;0.04;7-6-2004
08-06-2004;0.05;0.05;0.06;0.05;0.04;0.04;0.04;0.04;8-6-2004
09-06-2004;0.05;0.04;0.06;0.05;0.05;0.04;0.04;0.04;9-6-2004
10-06-2004;0.05;0.05;0.05;0.05;0.04;0.03;0.05;0.06;10-6-2004
11-06-2004;0.05;0.05;0.05;0.04;0.03;0.05;0.06;0.06;11-6-2004
14-06-2004;0.05;0.05;0.06;0.04;0.04;0.04;0.06;0.04;14-6-2004
15-06-2004;0.05;0.07;0.04;0.05;0.05;0.05;0.06;0.05;15-6-2004
16-06-2004;0.04;0.07;0.05;0.05;0.05;0.05;0.04;0.04;16-6-2004
17-06-2004;0.04;0.08;0.06;0.05;0.06;0.04;0.03;0.32;17-6-2004
18-06-2004;0.04;0.06;0.06;0.05;0.06;0.04;0.03;0.04;18-6-2004
21-06-2004;0.04;0.06;0.04;0.03;0.05;0.05;0.04;0.03;21-6-2004
22-06-2004;0.09;0.06;0.04;0.04;0.05;0.23;0.04;0.04;22-6-2004
23-06-2004;0.09;0.06;0.04;0.04;0.05;0.05;0.05;0.06;23-6-2004
24-06-2004;0.06;0.05;0.04;0.04;0.05;0.04;0.04;0.07;24-6-2004
25-06-2004;0.05;0.05;0.05;0.04;0.05;0.04;0.04;0.05;25-6-2004
28-06-2004;0.08;0.06;0.04;0.05;0.06;0.04;0.03;0.03;28-6-2004
29-06-2004;0.05;0.05;0.05;0.04;0.05;0.05;0.04;0.05;29-6-2004
30-06-2004;0.03;0.04;0.05;0.04;0.05;0.05;0.05;0.04;30-6-2004
01-07-2004;0.05;0.04;0.05;0.04;0.05;0.04;0.04;0.05;1-7-2004
02-07-2004;0.04;0.04;0.05;0.04;0.04;0.04;0.04;0.04;2-7-2004
05-07-2004;0.03;0.04;0.05;0.04;0.04;0.06;0.06;0.04;5-7-2004
06-07-2004;0.03;0.04;0.05;0.04;0.04;0.05;0.05;0.05;6-7-2004
07-07-2004;0.04;0.05;0.05;0.04;0.04;0.06;0.05;0.37;7-7-2004
08-07-2004;0.03;0.04;0.04;0.05;0.05;0.06;0.05;0.04;8-7-2004
09-07-2004;0.03;0.04;0.04;0.05;0.05;0.06;0.05;0.05;9-7-2004
12-07-2004;0.03;0.04;0.04;0.05;0.05;0.06;0.05;0.04;12-7-2004
13-07-2004;0.03;0.04;0.03;0.04;0.04;0.04;0.04;0.04;13-7-2004
14-07-2004;0.02;0.02;0.03;0.04;0.04;0.04;0.05;0.04;14-7-2004
15-07-2004;0.02;0.04;0.03;0.04;0.04;0.04;0.03;0.03;15-7-2004
16-07-2004;0.02;0.04;0.04;0.04;0.04;0.04;0.04;0.04;16-7-2004
19-07-2004;0.02;0.04;0.04;0.04;0.04;0.03;0.05;0.05;19-7-2004
20-07-2004;0.02;0.04;0.04;0.04;0.04;0.04;0.04;0.04;20-7-2004
21-07-2004;0.02;0.04;0.04;0.05;0.04;0.04;0.04;0.04;21-7-2004
22-07-2004;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.05;22-7-2004
23-07-2004;0.04;0.04;0.02;0.04;0.03;0.03;0.02;0.04;23-7-2004
29-07-2004;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.04;29-7-2004
30-07-2004;0.02;0.03;0.04;0.04;0.04;0.04;0.04;0.05;30-7-2004
03-08-2004;0.03;0.03;0.03;0.04;0.04;0.06;0.05;0.05;3-8-2004
04-08-2004;0.03;0.04;0.04;0.05;0.04;0.05;0.04;0.05;4-8-2004
05-08-2004;0.05;0.05;0.04;0.04;0.04;0.05;0.03;0.03;5-8-2004
06-08-2004;0.04;0.04;0.04;0.04;0.05;0.05;0.04;0.04;6-8-2004
09-08-2004;0.03;0.04;0.04;0.04;0.05;0.04;0.03;0.04;9-8-2004
10-08-2004;0.04;0.04;0.04;0.04;0.05;0.04;0.04;0.03;10-8-2004
11-08-2004;0.03;0.04;0.06;0.06;0.05;0.06;0.06;0.09;11-8-2004
12-08-2004;0.02;0.02;0.06;0.05;0.05;0.05;0.05;0.04;12-8-2004
13-08-2004;0.02;0.02;0.06;0.05;0.05;0.05;0.04;0.03;13-8-2004
16-08-2004;0.02;0.05;0.06;0.05;0.05;0.05;0.04;0.05;16-8-2004
17-08-2004;0.02;0.05;0.06;0.05;0.04;0.05;0.05;0.04;17-8-2004
19-08-2004;0.02;0.04;0.05;0.05;0.04;0.04;0.06;0.04;19-8-2004
20-08-2004;0.02;0.04;0.05;0.04;0.03;0.05;0.04;0.05;20-8-2004
23-08-2004;0.04;0.04;0.05;0.04;0.03;0.05;0.05;0.04;23-8-2004
24-08-2004;0.04;0.04;0.05;0.04;0.03;0.04;0.05;0.06;24-8-2004
25-08-2004;0.03;0.03;0.04;0.04;0.03;0.05;0.05;0.04;25-8-2004
26-08-2004;0.03;0.03;0.04;0.04;0.03;0.04;0.04;0.04;26-8-2004
27-08-2004;0.03;0.03;0.04;0.04;0.03;0.04;0.05;0.04;27-8-2004
30-08-2004;0.03;0.04;0.04;0.04;0.04;0.05;0.04;0.03;30-8-2004
31-08-2004;0.03;0.03;0.04;0.04;0.03;0.04;0.04;0.04;31-8-2004
01-09-2004;0.02;0.03;0.04;0.03;0.03;0.03;0.03;0.05;1-9-2004
02-09-2004;0.04;0.03;0.04;0.03;0.03;0.04;0.04;0.04;2-9-2004
03-09-2004;0.02;0.02;0.04;0.04;0.04;0.05;0.09;0.09;3-9-2004
06-09-2004;0.03;0.03;0.03;0.03;0.04;0.06;0.08;0.09;6-9-2004
07-09-2004;0.03;0.03;0.03;0.04;0.03;0.03;0.05;0.05;7-9-2004
08-09-2004;0.03;0.02;0.03;0.04;0.03;0.03;0.04;0.05;8-9-2004
09-09-2004;0.03;0.02;0.04;0.04;0.03;0.03;0.03;0.04;9-9-2004
10-09-2004;0.03;0.02;0.04;0.04;0.03;0.02;0.04;0.03;10-9-2004
13-09-2004;0.02;0.03;0.03;0.04;0.04;0.04;0.03;0.03;13-9-2004
14-09-2004;0.03;0.03;0.04;0.04;0.03;0.04;0.05;0.04;14-9-2004
15-09-2004;0.03;0.04;0.04;0.04;0.03;0.03;0.05;0.05;15-9-2004
16-09-2004;0.02;0.04;0.03;0.04;0.03;0.03;0.04;0.05;16-9-2004
20-09-2004;0.03;0.05;0.04;0.05;0.04;0.05;0.06;0.05;20-9-2004
21-09-2004;0.03;0.05;0.04;0.05;0.04;0.03;0.04;0.05;21-9-2004
22-09-2004;0.05;0.05;0.05;0.05;0.03;0.03;0.04;0.04;22-9-2004
23-09-2004;0.05;0.05;0.05;0.05;0.03;0.04;0.04;0.04;23-9-2004
24-09-2004;0.05;0.05;0.05;0.05;0.03;0.02;0.04;0.04;24-9-2004
27-09-2004;0.05;0.05;0.05;0.05;0.04;0.04;0.05;0.05;27-9-2004
28-09-2004;0.07;0.08;0.08;0.05;0.04;0.03;0.04;0.04;28-9-2004
29-09-2004;0.03;0.04;0.05;0.04;0.05;0.04;0.04;0.05;29-9-2004
30-09-2004;0.03;0.03;0.05;0.04;0.04;0.04;0.03;0.04;30-9-2004
01-10-2004;0.03;0.03;0.04;0.04;0.06;0.04;0.04;0.05;1-10-2004
04-10-2004;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;4-10-2004
05-10-2004;0.05;0.04;0.04;0.03;0.04;0.04;0.05;0.05;5-10-2004
06-10-2004;0.07;0.05;0.03;0.03;0.04;0.04;0.04;0.04;6-10-2004
08-10-2004;0.04;0.04;0.04;0.03;0.03;0.05;0.05;0.07;8-10-2004
11-10-2004;0.03;0.03;0.03;0.03;0.03;0.05;0.04;0.04;11-10-2004
12-10-2004;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;12-10-2004
13-10-2004;0.03;0.04;0.04;0.03;0.04;0.03;0.03;0.03;13-10-2004
14-10-2004;0.02;0.04;0.03;0.03;0.04;0.04;0.02;0.04;14-10-2004
15-10-2004;0.02;0.04;0.03;0.03;0.04;0.03;0.03;0.03;15-10-2004
18-10-2004;0.02;0.04;0.04;0.03;0.04;0.04;0.04;0.04;18-10-2004
19-10-2004;0.02;0.04;0.04;0.03;0.06;0.04;0.03;0.03;19-10-2004
20-10-2004;0.02;0.04;0.04;0.03;0.04;0.05;0.05;0.05;20-10-2004
21-10-2004;0.05;0.04;0.04;0.03;0.04;0.04;0.04;0.05;21-10-2004
22-10-2004;0.05;0.05;0.04;0.04;0.04;0.05;0.05;0.04;22-10-2004
25-10-2004;0.04;0.04;0.05;0.04;0.04;0.04;0.05;0.05;25-10-2004
26-10-2004;0.04;0.04;0.05;0.04;0.04;3.01;0.05;0.04;26-10-2004
27-10-2004;0.05;0.05;0.04;0.04;0.04;0.03;0.04;0.04;27-10-2004
29-10-2004;0.04;0.04;0.04;0.08;0.04;0.05;0.05;0.02;29-10-2004
01-11-2004;0.03;0.03;0.03;0.04;0.04;0.04;0.03;0.04;1-11-2004
02-11-2004;0.04;0.03;0.04;0.05;0.04;0.04;0.04;0.03;2-11-2004
03-11-2004;0.04;0.04;0.05;0.04;0.04;0.04;0.03;0.03;3-11-2004
04-11-2004;0.07;0.05;0.05;0.05;0.04;0.04;0.06;0.04;4-11-2004
05-11-2004;0.04;0.04;0.05;0.1;0.05;0.06;0.06;0.05;5-11-2004
09-11-2004;0.04;0.03;0.05;0.04;0.04;0.04;0.03;0.03;9-11-2004
10-11-2004;0.03;0.03;0.05;0.04;0.04;0.04;0.03;0.04;10-11-2004
11-11-2004;0.03;0.04;0.05;0.1;0.07;0.05;0.03;0.07;11-11-2004
12-11-2004;0.03;0.03;0.03;0.04;0.04;0.04;0.05;0.07;12-11-2004
15-11-2004;0.03;0.04;0.04;0.05;0.04;0.04;0.03;0.06;15-11-2004
16-11-2004;0.03;0.05;0.03;0.05;0.04;0.04;0.04;0.03;16-11-2004
17-11-2004;0.02;0.04;0.05;0.05;0.04;0.04;0.04;0.03;17-11-2004
18-11-2004;0.03;0.04;0.04;0.05;0.04;0.05;0.05;0.03;18-11-2004
19-11-2004;0.03;0.04;0.03;0.05;0.04;0.05;0.05;0.04;19-11-2004
22-11-2004;0.04;0.05;0.04;0.05;0.04;0.05;0.04;0.03;22-11-2004
23-11-2004;0.04;0.05;0.04;0.04;0.03;0.05;0.04;0.04;23-11-2004
24-11-2004;0.04;0.05;0.04;0.05;0.04;0.04;0.02;0.04;24-11-2004
25-11-2004;0.04;0.05;0.05;0.05;0.04;0.03;0.04;0.05;25-11-2004
26-11-2004;0.03;0.05;0.03;0.05;0.04;0.03;0.04;0.05;26-11-2004
29-11-2004;0.03;0.03;0.06;0.04;0.04;0.02;0.03;0.04;29-11-2004
30-11-2004;0.03;0.04;0.04;0.04;0.04;0.02;0.04;0.05;30-11-2004
01-12-2004;0.03;0.04;0.05;0.05;0.05;0.03;0.04;0.05;1-12-2004
02-12-2004;0.04;0.05;0.05;0.05;0.05;0.03;0.04;0.04;2-12-2004
03-12-2004;0.04;0.06;0.05;0.04;0.04;0.03;0.06;0.07;3-12-2004
06-12-2004;0.04;0.05;0.06;0.05;0.05;0.04;0.06;0.05;6-12-2004
07-12-2004;0.05;0.03;1.04;0.05;0.05;0.03;0.04;0.04;7-12-2004
08-12-2004;0.04;0.03;1.04;0.05;0.05;0.03;0.04;0.05;8-12-2004
09-12-2004;0.05;0.07;0.06;0.05;0.05;0.03;0.04;0.04;9-12-2004
10-12-2004;0.04;0.06;0.07;0.06;0.05;0.02;0.03;0.03;10-12-2004
13-12-2004;0.08;0.11;0.07;0.05;0.05;0.03;0.03;0.03;13-12-2004
14-12-2004;0.08;0.11;0.07;0.05;0.04;0.03;0.03;0.05;14-12-2004
15-12-2004;0.03;0.04;0.06;0.05;0.04;0.03;0.02;0.03;15-12-2004
16-12-2004;0.04;0.16;0.06;0.04;0.04;0.03;0.02;0.03;16-12-2004
17-12-2004;0.04;0.11;0.05;0.04;0.04;0.03;0.05;0.05;17-12-2004
20-12-2004;0.04;0.18;0.05;0.04;0.04;0.03;0.03;0.04;20-12-2004
21-12-2004;0.05;0.18;0.05;0.04;0.04;0.04;0.04;0.05;21-12-2004
22-12-2004;0.05;0.16;0.06;0.04;0.03;0.04;0.05;0.07;22-12-2004
23-12-2004;0.18;0.1;0.05;0.03;0.03;0.03;0.03;0.12;23-12-2004
24-12-2004;0.13;0.06;0.05;0.03;0.03;0.04;0.05;0.05;24-12-2004
27-12-2004;0.14;0.11;0.05;0.05;0.05;0.04;0.03;0.03;27-12-2004
28-12-2004;0.12;0.1;0.04;0.03;0.04;0.03;0.02;0.03;28-12-2004
29-12-2004;0.08;0.12;0.05;0.03;0.04;0.02;0.04;0.04;29-12-2004
30-12-2004;0.04;0.05;0.05;0.05;0.04;0.04;0.04;0.03;30-12-2004
31-12-2004;0.03;0.04;0.07;0.05;0.04;0.03;0.06;0.1;31-12-2004
03-01-2005;0.04;0.04;0.08;0.06;0.05;0.03;0.05;0.07;3-1-2005
04-01-2005;0.04;0.04;0.04;0.05;0.04;0.03;0.03;0.03;4-1-2005
05-01-2005;0.03;0.04;0.03;0.03;0.03;0.02;0.03;0.04;5-1-2005
06-01-2005;0.03;0.03;0.06;0.04;0.03;0.02;0.06;0.08;6-1-2005
07-01-2005;0.03;0.03;0.07;0.05;0.03;0.04;0.05;0.05;7-1-2005
10-01-2005;0.02;0.03;2.06;0.05;0.04;0.04;0.04;0.05;10-1-2005
11-01-2005;0.02;0.03;0.07;0.05;0.04;0.03;0.03;0.04;11-1-2005
12-01-2005;0.03;0.03;0.04;0.04;0.04;0.03;0.04;0.05;12-1-2005
13-01-2005;0.04;0.03;0.03;0.04;0.04;0.03;0.03;0.03;13-1-2005
14-01-2005;0.05;0.05;0.03;0.04;0.04;0.04;2.03;0.04;14-1-2005
17-01-2005;0.04;0.05;0.04;0.04;0.04;0.03;0.03;0.04;17-1-2005
18-01-2005;0.04;0.05;0.04;0.04;0.04;0.03;0.05;0.04;18-1-2005
19-01-2005;0.03;0.04;0.04;0.04;0.04;0.03;0.03;0.03;19-1-2005
20-01-2005;0.02;0.05;0.04;0.04;0.03;0.03;0.03;0.02;20-1-2005
21-01-2005;0.04;0.04;0.04;0.04;0.04;0.02;0.03;0.04;21-1-2005
24-01-2005;0.04;0.04;0.04;0.04;0.03;0.03;0.04;0.03;24-1-2005
25-01-2005;0.03;0.03;0.03;0.04;0.03;0.03;0.03;0.03;25-1-2005
26-01-2005;0.03;0.03;0.03;0.04;0.03;0.03;0.02;0.03;26-1-2005
27-01-2005;0.03;0.03;0.03;0.04;0.03;0.03;0.02;0.03;27-1-2005
28-01-2005;0.04;0.03;0.03;0.04;0.03;0.03;0.02;0.04;28-1-2005
31-01-2005;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;31-1-2005
01-02-2005;0.04;0.03;0.04;0.03;0.03;0.03;0.04;0.04;1-2-2005
02-02-2005;0.05;0.05;0.04;0.12;0.02;0.03;0.04;0.04;2-2-2005
03-02-2005;0.04;0.04;0.07;0.06;0.04;0.04;0.03;0.04;3-2-2005
04-02-2005;0.04;0.04;0.03;0.03;0.02;0.03;0.03;0.02;4-2-2005
07-02-2005;0.11;0.04;0.04;0.03;0.02;0.03;0.03;0.04;7-2-2005
08-02-2005;0.05;0.04;0.04;0.03;0.02;0.03;0.03;0.03;8-2-2005
09-02-2005;0.05;0.04;0.04;0.03;0.02;0.04;0.04;0.03;9-2-2005
10-02-2005;0.04;0.04;0.03;0.04;0.04;0.04;0.04;0.04;10-2-2005
11-02-2005;0.03;0.04;0.03;0.04;0.03;0.03;0.03;0.03;11-2-2005
14-02-2005;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;14-2-2005
15-02-2005;0.03;0.03;0.03;0.03;0.02;0.04;0.04;0.03;15-2-2005
16-02-2005;0.03;0.04;0.04;0.03;0.03;0.04;0.04;0.04;16-2-2005
17-02-2005;0.02;0.04;0.04;0.03;0.03;0.03;0.04;0.02;17-2-2005
18-02-2005;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;18-2-2005
21-02-2005;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.03;21-2-2005
22-02-2005;0.04;0.03;0.03;0.03;0.02;0.03;0.02;0.02;22-2-2005
23-02-2005;0.03;0.03;0.03;0.03;0.03;0.04;0.03;0.02;23-2-2005
24-02-2005;0.03;0.03;0.03;0.03;0.02;0.04;0.04;0.04;24-2-2005
25-02-2005;0.03;0.03;0.04;0.03;0.02;0.04;0.04;0.03;25-2-2005
28-02-2005;0.02;0.03;0.04;0.03;0.02;0.03;0.02;0.02;28-2-2005
01-03-2005;0.03;0.03;0.03;0.03;0.02;0.03;0.02;0.02;1-3-2005
02-03-2005;0.03;0.03;0.04;0.04;0.03;0.02;0.02;0.02;2-3-2005
03-03-2005;0.02;0.02;0.04;0.03;0.02;0.02;0.03;0.03;3-3-2005
04-03-2005;0.02;0.02;0.04;0.03;0.03;0.02;0.02;0.02;4-3-2005
07-03-2005;0.02;0.02;0.04;0.04;0.04;0.03;0.04;0.03;7-3-2005
08-03-2005;0.03;0.02;0.04;0.04;0.03;0.03;0.04;0.05;8-3-2005
09-03-2005;0.03;0.03;0.04;0.04;0.03;0.03;0.04;0.06;9-3-2005
10-03-2005;0.02;0.02;0.04;0.04;0.03;0.02;0.03;0.03;10-3-2005
11-03-2005;0.02;0.02;0.04;0.04;0.03;0.02;0.03;0.03;11-3-2005
14-03-2005;0.03;0.02;0.04;0.04;0.03;0.02;0.03;0.03;14-3-2005
15-03-2005;0.02;0.02;0.04;0.04;0.03;0.02;0.03;0.03;15-3-2005
16-03-2005;0.03;0.04;0.04;0.04;0.03;0.02;0.03;0.03;16-3-2005
17-03-2005;0.03;0.04;0.04;0.03;0.03;0.01;0.03;0.03;17-3-2005
18-03-2005;0.02;0.04;0.04;0.04;0.04;0.02;0.04;0.03;18-3-2005
21-03-2005;0.02;0.04;0.04;0.03;0.02;0.02;0.04;0.03;21-3-2005
