Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;Date2
19-03-2007;0.02;0.03;0.02;0.03;0.04;0.03;0.03;0.03;19-3-2007
20-03-2007;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;20-3-2007
21-03-2007;0.04;0.03;0.02;0.03;0.04;0.03;0.03;0.03;21-3-2007
22-03-2007;0.06;0.03;0.04;0.04;0.03;0.04;0.03;0.03;22-3-2007
23-03-2007;0.04;0.04;0.02;0.03;0.02;0.02;0.03;0.04;23-3-2007
26-03-2007;0.03;0.02;0.03;0.03;0.03;0.02;0.02;0.04;26-3-2007
27-03-2007;0.02;0.02;0.02;0.03;0.03;0.03;0.04;0.04;27-3-2007
28-03-2007;0.03;0.03;0.02;0.03;0.03;0.04;0.03;0.03;28-3-2007
29-03-2007;0.03;0.02;0.02;0.03;0.02;0.04;0.03;0.03;29-3-2007
30-03-2007;0.03;0.02;0.02;0.03;0.03;0.04;0.04;0.04;30-3-2007
02-04-2007;0.03;0.02;0.02;0.03;0.03;0.04;0.04;0.02;2-4-2007
03-04-2007;0.03;0.02;0.02;0.03;0.03;0.03;0.04;0.03;3-4-2007
04-04-2007;0.03;0.02;0.03;0.03;0.03;0.03;0.04;0.03;4-4-2007
05-04-2007;0.04;0.03;0.02;0.03;0.03;0.03;0.03;0.03;5-4-2007
10-04-2007;0.02;0.03;0.03;0.03;0.02;0.04;0.03;0.04;10-4-2007
11-04-2007;0.01;0.02;0.03;0.03;0.03;0.04;0.02;0.02;11-4-2007
12-04-2007;0.02;0.02;0.03;0.03;0.03;0.02;0.02;0.02;12-4-2007
13-04-2007;0.06;0.03;0.04;0.04;0.04;0.03;0.03;0.02;13-4-2007
16-04-2007;0.03;0.02;0.02;0.03;0.04;0.03;0.02;0.02;16-4-2007
17-04-2007;0.04;0.02;0.02;0.03;0.03;0.04;0.03;0.04;17-4-2007
18-04-2007;0.02;0.02;0.02;0.03;0.04;0.02;0.03;0.03;18-4-2007
19-04-2007;0.02;0.02;0.02;0.03;0.03;0.04;0.02;0.03;19-4-2007
20-04-2007;0.02;0.02;0.02;0.02;0.15;0.03;0.02;0.03;20-4-2007
23-04-2007;0.02;0.02;0.02;0.02;0.03;0.02;0.03;0.03;23-4-2007
24-04-2007;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;24-4-2007
25-04-2007;0.03;0.02;0.03;0.03;0.03;0.03;0.03;0.04;25-4-2007
26-04-2007;0.04;0.02;0.03;0.04;0.03;0.02;0.03;0.02;26-4-2007
27-04-2007;0.02;0.02;0.03;0.03;0.04;0.04;0.03;0.03;27-4-2007
30-04-2007;0.02;0.02;0.03;0.03;0.02;0.03;0.02;0.03;30-4-2007
02-05-2007;0.02;0.02;0.03;0.04;0.03;0.04;0.03;0.04;2-5-2007
03-05-2007;0.02;0.02;0.21;0.05;0.04;0.04;0.03;0.04;3-5-2007
04-05-2007;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.03;4-5-2007
07-05-2007;0.03;0.03;0.02;0.03;0.04;0.03;0.04;0.03;7-5-2007
08-05-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;8-5-2007
09-05-2007;0.04;0.02;0.03;0.03;0.03;0.03;0.03;0.03;9-5-2007
10-05-2007;0.04;0.04;0.02;0.04;0.03;0.03;0.04;0.03;10-5-2007
11-05-2007;0.03;0.03;0.03;0.02;0.04;0.03;0.02;0.02;11-5-2007
14-05-2007;0.03;0.03;0.04;0.02;0.03;0.04;0.03;0.03;14-5-2007
15-05-2007;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.03;15-5-2007
16-05-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.04;0.04;16-5-2007
17-05-2007;0.03;0.02;0.03;0.02;0.04;0.03;0.03;0.03;17-5-2007
18-05-2007;0.03;0.02;0.03;0.02;0.03;0.04;0.03;0.03;18-5-2007
21-05-2007;0.03;0.03;0.03;0.04;0.05;0.03;0.03;0.03;21-5-2007
22-05-2007;0.03;0.03;0.03;0.03;0.02;0.03;0.02;0.03;22-5-2007
23-05-2007;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.03;23-5-2007
24-05-2007;0.03;0.04;0.03;0.02;0.03;0.04;0.03;0.03;24-5-2007
25-05-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.04;0.02;25-5-2007
28-05-2007;0.02;0.03;0.03;0.04;0.03;0.03;0.04;0.02;28-5-2007
29-05-2007;0.05;0.04;0.04;0.03;0.02;0.03;0.02;0.03;29-5-2007
30-05-2007;0.03;0.02;0.06;0.03;0.03;0.03;0.02;0.02;30-5-2007
31-05-2007;0.04;0.02;0.02;0.04;0.03;0.04;0.03;0.03;31-5-2007
01-06-2007;0.06;0.02;0.03;0.03;0.03;0.04;0.02;0.02;1-6-2007
04-06-2007;0.03;0.02;0.02;0.03;0.03;0.02;0.03;0.03;4-6-2007
05-06-2007;0.03;0.03;0.02;0.02;0.03;0.02;0.03;0.02;5-6-2007
06-06-2007;0.04;0.03;0.03;0.02;0.03;0.03;0.02;0.03;6-6-2007
07-06-2007;0.04;0.03;0.02;0.02;0.02;0.02;0.03;0.02;7-6-2007
08-06-2007;0.21;0.03;0.02;0.03;0.03;0.02;0.03;0.03;8-6-2007
11-06-2007;0.04;0.03;0.02;0.02;0.03;0.02;0.03;0.02;11-6-2007
12-06-2007;0.03;0.03;0.02;0.02;0.02;0.03;0.02;0.02;12-6-2007
13-06-2007;0.03;0.03;0.03;0.03;0.03;0.04;0.03;0.03;13-6-2007
14-06-2007;0.03;0.04;0.03;0.03;0.03;0.03;0.02;0.03;14-6-2007
15-06-2007;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;15-6-2007
18-06-2007;0.03;0.02;0.02;0.02;0.02;0.03;0.02;0.03;18-6-2007
19-06-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.03;0.02;19-6-2007
20-06-2007;0.03;0.02;0.03;0.03;0.03;0.02;0.02;0.03;20-6-2007
21-06-2007;0.05;0.02;0.03;0.02;0.02;0.03;0.03;0.02;21-6-2007
22-06-2007;0.02;0.02;0.03;0.02;0.02;0.03;0.02;0.03;22-6-2007
25-06-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.03;0.02;25-6-2007
26-06-2007;0.03;0.02;0.03;0.02;0.03;0.02;0.03;0.02;26-6-2007
27-06-2007;0.03;0.03;0.03;0.02;0.03;0.05;0.03;0.03;27-6-2007
28-06-2007;0.03;0.04;0.03;0.02;0.03;0.03;0.02;0.02;28-6-2007
29-06-2007;0.03;0.03;0.03;0.02;0.03;0.04;0.03;0.12;29-6-2007
02-07-2007;0.74;0.02;0.03;0.03;0.02;0.04;0.02;0.02;2-7-2007
03-07-2007;0.02;0.03;0.04;0.03;0.03;0.02;0.02;0.02;3-7-2007
04-07-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;4-7-2007
05-07-2007;0.02;0.02;0.03;0.03;0.03;0.03;0.05;0.03;5-7-2007
06-07-2007;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;6-7-2007
09-07-2007;0.02;0.02;0.02;0.03;0.02;0.03;0.02;0.02;9-7-2007
10-07-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;10-7-2007
11-07-2007;0.03;0.03;0.03;0.03;0.04;0.03;0.04;0.03;11-7-2007
12-07-2007;0.03;0.03;0.03;0.04;0.04;0.03;0.04;0.03;12-7-2007
13-07-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.03;0.03;13-7-2007
16-07-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.03;0.02;16-7-2007
17-07-2007;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.03;17-7-2007
18-07-2007;0.03;0.03;0.02;0.02;0.04;0.04;0.03;0.04;18-7-2007
19-07-2007;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.05;19-7-2007
20-07-2007;0.03;0.03;0.03;0.04;0.03;0.04;0.02;0.04;20-7-2007
23-07-2007;0.04;0.03;0.03;0.03;0.04;0.04;0.03;0.04;23-7-2007
24-07-2007;0.04;0.03;0.03;0.02;0.03;0.02;0.02;0.03;24-7-2007
25-07-2007;0.04;0.03;0.03;0.02;0.03;0.03;0.03;0.03;25-7-2007
26-07-2007;0.03;0.03;0.02;0.03;0.04;0.03;0.03;0.03;26-7-2007
27-07-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;27-7-2007
30-07-2007;0.04;0.02;0.03;0.04;0.04;0.04;0.03;0.04;30-7-2007
31-07-2007;0.02;0.03;0.03;0.03;0.04;0.03;0.04;0.04;31-7-2007
01-08-2007;0.03;0.03;0.02;0.03;0.04;0.04;0.05;0.04;1-8-2007
02-08-2007;0.02;0.02;0.02;0.04;0.04;0.04;0.07;0.06;2-8-2007
03-08-2007;0.03;0.03;0.03;0.03;0.05;0.05;0.07;0.08;3-8-2007
06-08-2007;0.02;0.03;0.03;0.04;0.03;0.03;0.03;0.05;6-8-2007
07-08-2007;0.02;0.03;0.02;0.04;0.04;0.05;0.04;0.06;7-8-2007
08-08-2007;0.03;0.03;0.02;0.02;0.04;0.03;0.03;0.05;8-8-2007
09-08-2007;0.28;0.18;0.12;0.1;0.1;0.06;0.08;0.08;9-8-2007
10-08-2007;0.12;0.11;0.06;0.1;0.09;0.09;0.13;0.07;10-8-2007
13-08-2007;0.41;0.4;0.41;0.45;0.5;0.45;0.39;0.35;13-8-2007
14-08-2007;0.1;0.08;0.06;0.04;0.04;0.04;0.04;0.04;14-8-2007
15-08-2007;0.1;0.11;0.06;0.05;0.05;0.05;0.07;0.07;15-8-2007
16-08-2007;0.05;0.11;0.09;0.09;0.07;0.09;0.1;0.13;16-8-2007
17-08-2007;0.08;0.1;0.1;0.08;0.13;0.11;0.1;0.09;17-8-2007
20-08-2007;0.07;0.05;0.14;0.11;0.14;0.11;0.09;0.1;20-8-2007
21-08-2007;0.04;0.05;0.12;0.12;0.18;0.13;0.13;0.13;21-8-2007
22-08-2007;0.06;0.07;0.12;0.11;0.19;0.14;0.15;0.16;22-8-2007
23-08-2007;0.04;0.05;0.08;0.1;0.17;0.11;0.15;0.13;23-8-2007
24-08-2007;0.1;0.1;0.1;0.15;0.29;0.08;0.1;0.11;24-8-2007
27-08-2007;0.09;0.11;0.1;0.13;0.1;0.04;0.07;0.08;27-8-2007
28-08-2007;0.07;0.06;0.08;0.15;0.11;0.05;0.06;0.07;28-8-2007
29-08-2007;0.1;0.06;0.09;0.15;0.1;0.1;0.15;0.16;29-8-2007
30-08-2007;0.13;0.09;0.06;0.05;0.07;0.06;0.09;0.1;30-8-2007
31-08-2007;0.12;0.09;0.09;0.05;0.06;0.07;0.05;0.06;31-8-2007
03-09-2007;0.11;0.09;0.1;0.08;0.11;0.1;0.1;0.12;3-9-2007
04-09-2007;0.12;0.13;0.11;0.11;0.08;0.07;0.09;0.11;4-9-2007
05-09-2007;0.32;0.2;0.14;0.08;0.31;0.07;0.07;0.07;5-9-2007
06-09-2007;0.1;0.07;0.11;0.07;0.08;0.05;0.05;0.06;6-9-2007
07-09-2007;0.11;0.1;0.08;0.05;0.08;0.09;0.1;0.12;7-9-2007
10-09-2007;0.07;0.07;0.07;0.2;0.09;0.1;0.15;0.2;10-9-2007
11-09-2007;0.1;0.08;0.1;0.09;0.13;0.14;0.16;0.23;11-9-2007
12-09-2007;0.13;0.12;0.1;0.12;0.09;0.1;0.07;0.09;12-9-2007
13-09-2007;0.08;0.12;0.07;0.07;0.09;0.13;0.1;0.1;13-9-2007
14-09-2007;0.08;0.1;0.07;0.07;0.06;0.08;0.07;0.08;14-9-2007
17-09-2007;0.06;0.1;0.07;0.06;0.07;0.08;0.06;0.09;17-9-2007
18-09-2007;0.05;0.08;0.08;0.07;0.11;0.11;0.08;0.09;18-9-2007
19-09-2007;0.09;0.08;0.07;0.07;0.12;0.12;0.09;0.09;19-9-2007
20-09-2007;0.09;0.07;0.05;0.08;0.1;0.11;0.08;0.07;20-9-2007
21-09-2007;0.11;0.08;0.05;0.05;0.09;0.1;0.07;0.07;21-9-2007
24-09-2007;0.09;0.08;0.04;0.07;0.1;0.11;0.08;0.14;24-9-2007
25-09-2007;0.12;0.09;0.08;0.07;0.1;0.13;0.1;0.08;25-9-2007
26-09-2007;0.1;0.08;0.04;0.06;0.07;0.12;0.09;0.08;26-9-2007
27-09-2007;0.1;0.08;0.02;0.07;0.12;0.13;0.13;0.14;27-9-2007
28-09-2007;0.13;0.12;0.43;0.08;1.05;3.03;0.11;0.13;28-9-2007
01-10-2007;0.07;0.13;0.04;0.08;0.06;0.12;0.12;0.13;1-10-2007
02-10-2007;0.08;0.05;0.05;0.08;1.07;0.1;0.11;0.1;2-10-2007
03-10-2007;0.08;0.09;0.05;0.08;0.08;1.08;0.09;0.1;3-10-2007
04-10-2007;0.09;0.04;0.04;0.06;0.12;0.12;0.11;0.1;4-10-2007
05-10-2007;0.11;0.12;0.1;0.08;0.1;0.1;0.1;0.09;5-10-2007
08-10-2007;0.13;0.12;0.11;0.28;0.1;0.1;0.1;0.1;8-10-2007
09-10-2007;0.11;0.12;0.09;0.1;0.07;0.1;0.11;0.1;9-10-2007
10-10-2007;0.12;0.12;0.12;0.13;0.08;0.08;0.08;0.09;10-10-2007
11-10-2007;0.08;0.08;0.08;0.09;0.09;0.08;0.08;0.08;11-10-2007
12-10-2007;0.15;0.13;0.1;0.13;0.09;0.1;0.1;0.1;12-10-2007
15-10-2007;0.09;0.06;0.06;0.03;0.1;0.15;0.1;0.05;15-10-2007
16-10-2007;0.13;0.12;0.23;0.37;0.11;0.12;0.11;0.1;16-10-2007
17-10-2007;0.09;0.08;0.08;0.08;0.09;0.08;0.09;0.08;17-10-2007
18-10-2007;0.07;0.06;0.08;0.09;0.09;0.09;0.09;0.08;18-10-2007
19-10-2007;0.07;0.08;0.06;0.09;0.07;0.09;0.1;0.07;19-10-2007
22-10-2007;0.06;0.06;0.07;0.08;0.08;0.11;0.1;0.09;22-10-2007
23-10-2007;0.08;0.06;0.07;0.08;0.08;0.1;0.09;0.06;23-10-2007
24-10-2007;0.08;0.08;0.07;0.09;0.1;0.11;0.09;0.06;24-10-2007
25-10-2007;0.07;0.08;0.08;0.08;0.1;0.13;0.14;0.1;25-10-2007
26-10-2007;0.07;0.08;0.08;0.08;0.09;0.11;0.11;0.1;26-10-2007
29-10-2007;0.07;0.06;0.07;0.08;0.1;0.11;0.13;0.13;29-10-2007
30-10-2007;0.07;0.07;0.06;0.15;0.1;0.14;0.12;0.15;30-10-2007
31-10-2007;0.07;0.08;0.06;0.08;0.09;0.13;0.13;0.14;31-10-2007
01-11-2007;0.1;0.1;0.08;0.13;0.09;0.13;0.14;0.14;1-11-2007
02-11-2007;0.08;0.09;0.08;0.14;0.12;0.16;0.16;0.14;2-11-2007
05-11-2007;0.07;0.08;0.07;0.46;0.11;0.13;0.13;0.13;5-11-2007
06-11-2007;0.07;0.07;0.07;0.08;0.09;0.09;0.1;0.1;6-11-2007
07-11-2007;0.07;0.07;0.07;0.08;0.09;0.09;0.09;0.1;7-11-2007
08-11-2007;0.05;0.06;0.05;0.1;0.11;0.1;0.1;0.11;8-11-2007
09-11-2007;0.05;0.04;0.05;0.08;0.11;0.1;0.1;0.1;9-11-2007
12-11-2007;0.08;0.07;0.05;0.08;0.09;0.08;0.08;0.08;12-11-2007
13-11-2007;0.07;0.07;0.05;0.09;0.09;0.08;0.08;0.08;13-11-2007
14-11-2007;0.06;0.06;0.05;0.09;0.09;0.08;0.08;0.09;14-11-2007
15-11-2007;0.05;0.05;0.05;0.09;1.05;0.09;0.08;0.09;15-11-2007
16-11-2007;0.05;0.05;0.06;0.09;0.11;0.12;0.12;0.14;16-11-2007
19-11-2007;0.06;0.07;0.04;0.08;0.09;0.08;0.08;0.08;19-11-2007
20-11-2007;0.07;0.06;0.04;0.08;0.08;0.06;0.08;0.11;20-11-2007
21-11-2007;0.04;0.05;0.06;0.09;0.08;0.07;0.05;0.08;21-11-2007
22-11-2007;0.06;0.04;0.04;0.1;0.08;0.07;0.07;0.08;22-11-2007
23-11-2007;0.06;0.05;0.04;0.1;0.07;0.09;0.09;0.09;23-11-2007
26-11-2007;0.08;0.07;0.05;0.1;0.1;0.11;0.1;0.08;26-11-2007
27-11-2007;0.07;0.06;0.07;0.08;0.08;0.09;0.07;0.08;27-11-2007
28-11-2007;0.07;0.07;0.07;0.1;0.1;0.11;0.08;0.08;28-11-2007
29-11-2007;0.06;0.07;0.22;0.11;0.1;0.09;0.1;0.1;29-11-2007
30-11-2007;0.06;0.05;0.18;0.14;0.14;0.09;0.1;0.08;30-11-2007
03-12-2007;0.06;0.05;0.13;0.12;0.12;0.09;0.06;0.08;3-12-2007
04-12-2007;0.06;0.05;0.15;0.08;0.1;0.09;0.08;0.09;4-12-2007
05-12-2007;0.08;0.05;0.06;0.08;0.1;0.09;0.08;0.09;5-12-2007
06-12-2007;0.11;0.08;0.07;0.07;0.08;0.09;0.06;0.09;6-12-2007
07-12-2007;0.09;0.09;0.07;0.09;0.08;0.09;0.1;0.1;7-12-2007
10-12-2007;0.07;0.06;0.08;0.08;0.08;0.09;0.08;0.1;10-12-2007
11-12-2007;0.12;0.04;0.08;0.11;0.11;0.09;0.1;0.1;11-12-2007
12-12-2007;0.04;0.05;0.09;0.08;0.09;0.11;0.13;0.11;12-12-2007
13-12-2007;0.07;0.07;0.1;0.12;0.12;0.13;0.16;0.16;13-12-2007
14-12-2007;0.1;0.86;0.11;0.1;0.1;0.19;0.2;0.2;14-12-2007
17-12-2007;0.09;0.86;0.09;0.1;0.11;0.1;0.08;0.1;17-12-2007
18-12-2007;0.1;0.23;0.2;0.1;0.11;0.13;0.12;0.13;18-12-2007
19-12-2007;0.13;0.21;0.18;0.15;0.08;0.09;0.09;0.09;19-12-2007
20-12-2007;0.12;0.21;0.14;0.09;0.09;0.1;0.12;0.14;20-12-2007
21-12-2007;0.25;0.15;0.24;0.09;0.05;0.07;0.09;0.12;21-12-2007
24-12-2007;0.25;0.15;0.2;0.07;0.05;0.08;0.08;0.1;24-12-2007
27-12-2007;0.27;0.18;0.18;0.1;0.1;0.1;0.1;0.13;27-12-2007
28-12-2007;0.18;0.2;0.16;0.18;0.13;0.1;0.1;0.14;28-12-2007
31-12-2007;0.18;0.15;0.13;0.15;0.11;0.06;0.06;0.1;31-12-2007
02-01-2008;0.09;0.1;0.12;0.15;0.11;0.07;0.07;0.1;2-1-2008
03-01-2008;0.08;0.1;0.08;0.08;0.08;0.09;0.09;0.09;3-1-2008
04-01-2008;0.12;0.1;0.07;0.1;0.07;0.1;0.1;0.1;4-1-2008
07-01-2008;0.08;0.08;0.09;0.11;0.08;0.08;0.08;0.1;7-1-2008
08-01-2008;0.07;0.07;0.08;0.1;0.08;0.04;0.04;0.08;8-1-2008
09-01-2008;0.06;0.06;0.08;0.08;0.07;0.04;0.04;0.06;9-1-2008
10- 1-2008;0.55;0.6;0.95;0.95;0.55;0.65;0.69;0.71;10-1-2008
10-01-2008;0.1;0.06;0.07;0.24;0.06;0.04;0.05;0.04;10-1-2008
11- 1-2008;0.4;0.4;0.95;0.95;0.51;0.6;0.62;0.65;11-1-2008
11-01-2008;0.08;0.06;0.07;0.08;0.07;0.06;0.06;0.04;11-1-2008
12- 1-2008;0.35;0.4;0.85;0.95;0.6;0.65;0.65;0.65;12-1-2008
13- 1-2008;0.3;0.35;0.8;0.95;0.65;0.6;0.65;0.66;13-1-2008
14- 1-2008;0.35;0.4;0.8;0.95;0.65;0.6;0.65;0.65;14-1-2008
14-01-2008;0.09;0.06;0.08;0.11;0.08;0.07;0.08;0.09;14-1-2008
15-01-2008;0.07;0.05;0.08;0.07;0.09;0.06;0.06;0.05;15-1-2008
16-01-2008;0.07;0.05;0.08;0.07;0.07;0.08;0.09;0.09;16-1-2008
17-01-2008;0.08;0.08;0.08;0.06;0.11;0.09;0.09;0.09;17-1-2008
18-01-2008;0.08;0.08;0.06;0.06;0.08;0.05;0.06;0.05;18-1-2008
21-01-2008;0.08;0.08;0.07;0.08;0.11;0.1;0.1;0.1;21-1-2008
22-01-2008;0.07;0.06;0.06;0.08;0.07;0.11;0.1;0.14;22-1-2008
23-01-2008;0.07;0.06;0.07;0.07;0.07;0.08;0.1;0.13;23-1-2008
24- 1-2008;0.35;0.35;0.65;0.8;0.6;0.6;0.6;0.61;24-1-2008
24-01-2008;0.06;0.06;0.07;0.09;0.06;0.08;0.09;0.11;24-1-2008
25-01-2008;0.06;0.06;0.06;0.14;0.1;0.08;0.08;0.09;25-1-2008
28-01-2008;0.07;0.06;0.06;0.06;0.07;0.06;0.08;0.11;28-1-2008
29-01-2008;0.05;0.06;0.05;0.05;0.04;0.05;0.07;0.07;29-1-2008
30-01-2008;0.05;0.05;0.04;0.05;0.04;0.04;0.05;0.06;30-1-2008
31-01-2008;0.04;0.04;0.07;0.05;0.06;0.06;0.06;0.07;31-1-2008
01-02-2008;0.05;0.04;0.04;0.05;0.06;0.05;0.04;0.07;1-2-2008
04-02-2008;0.06;0.05;0.04;0.05;0.05;0.05;0.06;0.08;4-2-2008
05-02-2008;0.08;0.06;0.05;0.04;0.05;0.05;0.04;0.07;5-2-2008
06-02-2008;0.09;0.07;0.06;0.04;0.06;0.04;0.06;0.1;6-2-2008
07-02-2008;0.08;0.08;0.06;0.04;0.06;0.04;0.04;0.08;7-2-2008
08-02-2008;0.08;0.06;0.05;0.04;0.05;0.08;0.08;0.08;8-2-2008
11-02-2008;0.07;0.06;0.05;0.04;0.06;0.06;0.05;0.05;11-2-2008
12-02-2008;0.06;0.05;0.05;0.04;0.05;0.05;0.06;0.07;12-2-2008
13-02-2008;0.06;0.05;0.05;0.05;0.04;0.05;0.05;0.05;13-2-2008
14-02-2008;0.08;0.08;0.05;0.05;0.04;0.04;0.05;0.06;14-2-2008
15-02-2008;0.07;0.08;0.05;0.06;0.05;0.05;0.05;0.06;15-2-2008
18-02-2008;0.07;0.06;0.05;0.05;0.06;0.05;0.04;0.06;18-2-2008
19-02-2008;0.06;0.06;0.05;0.04;0.05;0.04;0.02;0.06;19-2-2008
20-02-2008;0.07;0.06;0.04;0.04;0.06;0.05;0.03;0.06;20-2-2008
21-02-2008;0.06;0.06;0.05;0.05;0.08;0.06;0.03;0.06;21-2-2008
22-02-2008;0.06;0.06;0.04;0.04;0.06;0.06;0.04;0.07;22-2-2008
25-02-2008;0.07;0.07;0.04;0.04;0.06;0.06;0.04;0.05;25-2-2008
26-02-2008;0.06;0.05;0.05;0.04;0.07;0.06;0.06;0.05;26-2-2008
27-02-2008;0.05;0.05;0.06;0.05;0.07;0.05;0.04;0.07;27-2-2008
28-02-2008;0.08;0.07;0.08;0.05;0.07;0.05;0.05;0.06;28-2-2008
29-02-2008;0.08;0.07;0.07;0.06;0.08;0.06;0.06;0.06;29-2-2008
03-03-2008;0.05;0.05;0.06;0.06;0.08;0.05;0.05;0.06;3-3-2008
04-03-2008;0.05;0.05;0.06;0.06;0.09;0.05;0.04;0.05;4-3-2008
05-03-2008;0.07;0.08;0.07;0.07;0.09;0.06;0.04;0.06;5-3-2008
06-03-2008;0.06;0.05;0.08;0.09;0.1;0.07;0.06;0.07;6-3-2008
07-03-2008;0.07;0.07;0.11;0.13;0.14;0.07;0.07;0.07;7-3-2008
10-03-2008;0.06;0.07;0.09;0.08;0.11;0.05;0.06;0.07;10-3-2008
11-03-2008;0.04;0.08;0.09;0.07;0.1;0.08;0.06;0.08;11-3-2008
12-03-2008;0.05;0.06;0.09;0.06;0.1;0.08;0.07;0.09;12-3-2008
13-03-2008;0.06;0.07;0.12;0.1;0.11;0.08;0.07;0.08;13-3-2008
14-03-2008;0.04;0.12;0.09;0.07;0.11;0.1;0.09;0.1;14-3-2008
17-03-2008;0.05;0.07;0.1;0.08;0.08;0.1;0.09;0.09;17-3-2008
18-03-2008;0.08;0.07;0.1;0.08;0.08;0.09;0.09;0.09;18-3-2008
19-03-2008;0.13;0.08;0.12;0.06;0.08;0.09;0.09;0.1;19-3-2008
20-03-2008;0.11;0.08;0.13;0.08;0.08;0.07;0.08;0.11;20-3-2008
25-03-2008;0.11;0.09;0.04;0.1;0.06;0.08;0.08;0.09;25-3-2008
26-03-2008;0.07;0.07;0.06;0.08;0.08;0.08;0.09;0.1;26-3-2008
27-03-2008;0.1;0.07;0.08;0.08;0.09;0.08;0.08;0.1;27-3-2008
28-03-2008;0.07;0.07;0.1;0.07;0.06;0.05;0.04;0.06;28-3-2008
31-03-2008;0.06;0.05;0.08;0.06;0.05;0.05;0.05;0.06;31-3-2008
01-04-2008;0.07;0.06;0.1;0.08;0.06;0.06;0.06;0.08;1-4-2008
02-04-2008;0.06;0.04;0.09;0.08;0.07;0.07;0.08;0.1;2-4-2008
03-04-2008;0.06;0.04;0.09;0.08;0.08;0.09;0.09;0.11;3-4-2008
04-04-2008;0.07;0.06;0.09;0.08;0.08;0.09;0.09;0.11;4-4-2008
07-04-2008;0.07;0.05;0.08;0.08;0.06;0.06;0.06;0.08;7-4-2008
08-04-2008;0.05;0.04;0.07;0.07;0.05;0.07;0.07;0.09;8-4-2008
9-4-2008;0.06;0.05;0.06;0.06;0.05;0.05;0.05;0.09;9-4-2008
10-04-2008;0.06;0.03;0.06;0.05;0.05;0.05;0.05;0.09;10-4-2008
11-04-2008;0.05;0.03;0.06;0.05;0.06;0.04;0.03;0.07;11-4-2008
14-04-2008;0.06;0.06;0.07;0.06;0.08;0.05;0.06;0.08;14-4-2008
15-04-2008;0.05;0.09;0.08;0.06;0.07;0.06;0.05;0.08;15-4-2008
16-04-2008;0.06;0.09;0.08;0.07;0.09;0.09;0.08;0.12;16-4-2008
17-04-2008;0.06;0.09;0.07;0.06;0.06;0.08;0.09;0.09;17-4-2008
18-04-2008;0.07;0.07;0.08;0.06;0.08;0.08;0.07;0.08;18-4-2008
21-04-2008;0.06;0.07;0.03;0.06;0.06;0.05;0.07;0.08;21-4-2008
22-04-2008;0.09;0.07;0.06;0.06;0.06;0.06;0.07;0.08;22-4-2008
23-04-2008;0.07;0.06;0.04;0.05;0.04;0.07;0.11;0.13;23-4-2008
24-04-2008;0.05;0.05;0.05;0.06;0.04;0.04;0.07;0.1;24-4-2008
25-04-2008;0.05;0.07;0.04;0.05;0.03;0.04;0.06;0.08;25-4-2008
28-04-2008;0.06;0.06;0.04;0.05;0.05;0.06;0.08;0.12;28-4-2008
29-04-2008;0.08;0.09;0.06;0.13;0.05;0.06;0.08;0.1;29-4-2008
30-04-2008;0.05;0.06;0.06;0.08;0.04;0.06;0.07;0.08;30-4-2008
02-05-2008;0.07;0.05;0.06;0.06;0.07;0.06;0.06;0.06;2-5-2008
05-05-2008;0.06;0.06;0.06;0.05;0.06;0.05;0.06;0.07;5-5-2008
06-05-2008;0.04;0.06;0.06;0.06;0.07;0.06;0.06;0.09;6-5-2008
07-05-2008;0.08;0.07;0.07;0.06;0.1;0.06;0.07;0.09;7-5-2008
08-05-2008;0.08;0.07;0.07;0.06;0.1;0.06;0.06;0.09;8-5-2008
09-05-2008;0.07;0.05;0.07;0.07;0.1;0.06;0.08;0.1;9-5-2008
12-05-2008;0.1;0.1;0.07;0.06;0.1;0.05;0.08;0.06;12-5-2008
13-05-2008;0.1;0.04;0.07;0.06;0.1;0.05;0.06;0.07;13-5-2008
14-05-2008;0.09;0.04;0.07;0.06;0.09;0.07;0.06;0.08;14-5-2008
15-05-2008;0.06;0.06;0.04;0.05;0.08;0.05;0.06;0.08;15-5-2008
16-05-2008;0.04;0.06;0.06;0.07;0.07;0.06;0.06;0.08;16-5-2008
19-05-2008;0.08;0.04;0.05;0.03;0.07;0.05;0.04;0.06;19-5-2008
